ts,wired,nyt,guardian,popsci,healthday,newsmed,medpage
2021-03-19 16:55:14.295042,65 (+3),188 (+8),169 (+6),184 (+10),30 (+30),10 (+10),20 (+20)
2021-03-19 18:00:03.694905,65 (+0),188 (+0),169 (+0),184 (+0),30 (+0),14 (+4),20 (+0)
2021-03-20 18:00:04.826684,66 (+1),195 (+7),176 (+7),185 (+1),31 (+1),16 (+2),27 (+7)
2021-03-21 18:00:05.399151,67 (+1),200 (+5),181 (+5),186 (+1),31 (+0),26 (+10),34 (+7)
2021-03-22 18:00:04.141584,68 (+1),214 (+14),193 (+12),196 (+10),57 (+26),36 (+10),48 (+14)
2021-03-23 18:00:05.252802,69 (+1),231 (+17),199 (+6),196 (+0),84 (+27),46 (+10),67 (+19)
2021-03-24 18:00:04.115948,70 (+1),241 (+10),207 (+8),196 (+0),113 (+29),56 (+10),87 (+20)
2021-03-25 18:00:04.615134,72 (+2),253 (+12),219 (+12),196 (+0),143 (+30),66 (+10),103 (+16)
2021-03-26 18:00:06.894345,77 (+5),261 (+8),226 (+7),196 (+0),171 (+28),76 (+10),117 (+14)
2021-03-27 18:00:04.809646,78 (+1),264 (+3),231 (+5),196 (+0),172 (+1),86 (+10),122 (+5)
2021-03-28 18:00:08.434122,80 (+2),269 (+5),240 (+9),196 (+0),173 (+1),89 (+3),127 (+5)
2021-03-29 14:13:02.872227,82 (+2),278 (+9),245 (+5),203 (+7),197 (+24),99 (+10),139 (+12)
2021-03-29 18:00:03.749212,82 (+0),283 (+5),246 (+1),203 (+0),202 (+5),109 (+10),143 (+4)
2021-03-30 18:00:04.360541,84 (+2),295 (+12),256 (+10),213 (+10),229 (+27),119 (+10),155 (+12)
2021-03-31 18:00:07.529129,87 (+3),305 (+10),264 (+8),213 (+0),253 (+24),129 (+10),175 (+20)
2021-03-31 21:00:03.960830,87 (+0),306 (+1),264 (+0),213 (+0),253 (+0),139 (+10),175 (+0)
2021-03-31 22:00:03.784854,87 (+0),306 (+0),265 (+1),213 (+0),253 (+0),142 (+3),176 (+1)
2021-03-31 23:00:03.424462,87 (+0),306 (+0),266 (+1),213 (+0),253 (+0),152 (+10),176 (+0)
2021-04-01 00:00:03.992414,87 (+0),306 (+0),266 (+0),213 (+0),253 (+0),154 (+2),176 (+0)
2021-04-01 01:00:03.917158,87 (+0),306 (+0),266 (+0),213 (+0),253 (+0),154 (+0),176 (+0)
2021-04-01 02:00:03.367669,87 (+0),306 (+0),266 (+0),213 (+0),253 (+0),154 (+0),176 (+0)
2021-04-01 03:00:03.287087,87 (+0),309 (+3),267 (+1),213 (+0),253 (+0),154 (+0),176 (+0)
2021-04-01 04:00:03.465728,87 (+0),310 (+1),267 (+0),213 (+0),253 (+0),158 (+4),176 (+0)
2021-04-01 05:00:03.224626,88 (+1),312 (+2),267 (+0),213 (+0),255 (+2),168 (+10),176 (+0)
2021-04-01 06:00:03.291879,88 (+0),313 (+1),267 (+0),213 (+0),262 (+7),172 (+4),176 (+0)
2021-04-01 07:00:03.611972,89 (+1),315 (+2),267 (+0),213 (+0),263 (+1),172 (+0),177 (+1)
2021-04-01 08:00:03.014149,89 (+0),315 (+0),267 (+0),213 (+0),266 (+3),173 (+1),177 (+0)
2021-04-01 09:00:03.868317,89 (+0),315 (+0),267 (+0),213 (+0),268 (+2),174 (+1),179 (+2)
2021-04-01 10:00:03.976881,89 (+0),315 (+0),268 (+1),213 (+0),270 (+2),175 (+1),180 (+1)
2021-04-01 11:00:03.653646,90 (+1),315 (+0),268 (+0),213 (+0),270 (+0),179 (+4),181 (+1)
2021-04-01 12:00:03.570896,90 (+0),315 (+0),269 (+1),213 (+0),278 (+8),187 (+8),183 (+2)
2021-04-01 13:00:03.277339,90 (+0),315 (+0),270 (+1),213 (+0),279 (+1),187 (+0),185 (+2)
2021-04-01 14:00:04.174511,90 (+0),315 (+0),270 (+0),213 (+0),279 (+0),187 (+0),187 (+2)
2021-04-01 15:00:02.921641,90 (+0),316 (+1),272 (+2),213 (+0),279 (+0),187 (+0),189 (+2)
2021-04-01 16:00:03.738857,90 (+0),318 (+2),272 (+0),213 (+0),282 (+3),187 (+0),191 (+2)
2021-04-01 17:00:03.204841,90 (+0),319 (+1),272 (+0),213 (+0),282 (+0),190 (+3),193 (+2)
2021-04-01 18:00:03.397775,90 (+0),319 (+0),272 (+0),213 (+0),282 (+0),196 (+6),193 (+0)
2021-04-01 19:00:03.395882,90 (+0),319 (+0),272 (+0),213 (+0),282 (+0),201 (+5),193 (+0)
2021-04-01 20:00:03.113122,90 (+0),319 (+0),272 (+0),213 (+0),282 (+0),205 (+4),193 (+0)
2021-04-01 21:00:02.973196,90 (+0),319 (+0),272 (+0),213 (+0),282 (+0),205 (+0),193 (+0)
2021-04-01 22:00:03.612350,90 (+0),319 (+0),272 (+0),213 (+0),282 (+0),207 (+2),194 (+1)
2021-04-01 23:00:03.388487,90 (+0),319 (+0),273 (+1),213 (+0),282 (+0),216 (+9),194 (+0)
2021-04-02 00:00:07.438017,90 (+0),319 (+0),273 (+0),213 (+0),282 (+0),218 (+2),194 (+0)
2021-04-02 01:00:03.662581,90 (+0),319 (+0),274 (+1),213 (+0),282 (+0),222 (+4),194 (+0)
2021-04-02 02:00:03.601922,90 (+0),319 (+0),275 (+1),213 (+0),282 (+0),222 (+0),194 (+0)
2021-04-02 03:00:03.751291,90 (+0),319 (+0),276 (+1),213 (+0),282 (+0),222 (+0),194 (+0)
2021-04-02 04:00:03.673435,90 (+0),319 (+0),278 (+2),213 (+0),282 (+0),223 (+1),194 (+0)
2021-04-02 05:00:03.338332,90 (+0),319 (+0),279 (+1),213 (+0),284 (+2),223 (+0),194 (+0)
2021-04-02 06:00:03.487591,92 (+2),319 (+0),280 (+1),213 (+0),293 (+9),223 (+0),194 (+0)
2021-04-02 07:00:03.097305,92 (+0),319 (+0),281 (+1),213 (+0),293 (+0),225 (+2),195 (+1)
2021-04-02 08:00:03.335449,92 (+0),319 (+0),282 (+1),223 (+10),293 (+0),228 (+3),195 (+0)
2021-04-02 09:00:03.503517,92 (+0),321 (+2),283 (+1),223 (+0),293 (+0),229 (+1),196 (+1)
2021-04-02 10:00:03.595872,92 (+0),323 (+2),284 (+1),223 (+0),295 (+2),231 (+2),197 (+1)
2021-04-02 11:00:03.530911,92 (+0),323 (+0),285 (+1),223 (+0),295 (+0),231 (+0),198 (+1)
2021-04-02 12:00:02.835801,93 (+1),324 (+1),286 (+1),223 (+0),295 (+0),231 (+0),199 (+1)
2021-04-02 13:00:03.363312,93 (+0),324 (+0),287 (+1),223 (+0),300 (+5),231 (+0),200 (+1)
2021-04-02 14:00:03.184905,93 (+0),326 (+2),288 (+1),223 (+0),301 (+1),231 (+0),201 (+1)
2021-04-02 15:00:03.421818,93 (+0),328 (+2),289 (+1),223 (+0),301 (+0),231 (+0),203 (+2)
2021-04-02 16:00:03.594094,93 (+0),329 (+1),291 (+2),223 (+0),301 (+0),231 (+0),205 (+2)
2021-04-02 17:00:03.288912,93 (+0),329 (+0),293 (+2),223 (+0),301 (+0),231 (+0),205 (+0)
2021-04-02 18:00:03.725686,93 (+0),330 (+1),294 (+1),223 (+0),301 (+0),231 (+0),205 (+0)
2021-04-02 19:00:03.183728,93 (+0),331 (+1),294 (+0),223 (+0),301 (+0),233 (+2),205 (+0)
2021-04-02 20:00:03.428521,93 (+0),332 (+1),294 (+0),223 (+0),301 (+0),237 (+4),205 (+0)
2021-04-02 21:00:03.224729,93 (+0),332 (+0),294 (+0),223 (+0),301 (+0),238 (+1),205 (+0)
2021-04-02 22:00:03.443679,93 (+0),332 (+0),294 (+0),223 (+0),301 (+0),238 (+0),205 (+0)
2021-04-02 23:00:03.674296,93 (+0),332 (+0),294 (+0),223 (+0),301 (+0),238 (+0),205 (+0)
2021-04-03 00:00:03.109923,93 (+0),332 (+0),295 (+1),223 (+0),301 (+0),238 (+0),205 (+0)
2021-04-03 01:00:02.995070,93 (+0),332 (+0),296 (+1),223 (+0),301 (+0),238 (+0),205 (+0)
2021-04-03 02:00:03.179749,93 (+0),332 (+0),297 (+1),223 (+0),301 (+0),238 (+0),205 (+0)
2021-04-03 03:00:03.322454,93 (+0),333 (+1),298 (+1),223 (+0),301 (+0),238 (+0),205 (+0)
2021-04-03 04:00:03.949242,93 (+0),333 (+0),299 (+1),223 (+0),301 (+0),238 (+0),205 (+0)
2021-04-03 05:00:03.467452,93 (+0),334 (+1),300 (+1),223 (+0),301 (+0),238 (+0),205 (+0)
2021-04-03 06:00:03.570230,94 (+1),334 (+0),301 (+1),223 (+0),301 (+0),238 (+0),205 (+0)
2021-04-03 07:00:03.574409,94 (+0),335 (+1),302 (+1),223 (+0),302 (+1),238 (+0),205 (+0)
2021-04-03 08:00:03.468394,94 (+0),335 (+0),303 (+1),223 (+0),302 (+0),238 (+0),206 (+1)
2021-04-03 09:00:05.758617,94 (+0),335 (+0),304 (+1),223 (+0),302 (+0),238 (+0),206 (+0)
2021-04-03 10:00:03.546241,94 (+0),335 (+0),307 (+3),223 (+0),302 (+0),238 (+0),207 (+1)
2021-04-03 11:00:03.478698,94 (+0),336 (+1),308 (+1),223 (+0),302 (+0),238 (+0),207 (+0)
2021-04-03 12:00:03.718853,94 (+0),337 (+1),310 (+2),223 (+0),302 (+0),242 (+4),208 (+1)
2021-04-03 13:00:03.567708,94 (+0),338 (+1),311 (+1),223 (+0),302 (+0),242 (+0),208 (+0)
2021-04-03 14:00:03.136153,94 (+0),339 (+1),313 (+2),223 (+0),302 (+0),242 (+0),208 (+0)
2021-04-03 15:00:03.340262,94 (+0),339 (+0),314 (+1),223 (+0),302 (+0),242 (+0),209 (+1)
2021-04-03 16:00:03.480108,94 (+0),340 (+1),315 (+1),223 (+0),302 (+0),242 (+0),209 (+0)
2021-04-03 17:00:02.878238,94 (+0),340 (+0),316 (+1),223 (+0),302 (+0),242 (+0),209 (+0)
2021-04-03 18:00:03.417215,94 (+0),340 (+0),316 (+0),223 (+0),302 (+0),242 (+0),209 (+0)
2021-04-03 19:00:03.363548,94 (+0),340 (+0),316 (+0),223 (+0),302 (+0),242 (+0),209 (+0)
2021-04-03 20:00:03.310651,94 (+0),340 (+0),316 (+0),223 (+0),302 (+0),242 (+0),209 (+0)
2021-04-03 21:00:03.552959,94 (+0),342 (+2),316 (+0),223 (+0),302 (+0),242 (+0),209 (+0)
2021-04-03 22:00:03.430007,94 (+0),344 (+2),316 (+0),223 (+0),302 (+0),242 (+0),209 (+0)
2021-04-03 23:00:03.031496,94 (+0),344 (+0),316 (+0),223 (+0),302 (+0),242 (+0),209 (+0)
2021-04-04 00:00:03.123401,94 (+0),344 (+0),318 (+2),223 (+0),302 (+0),242 (+0),209 (+0)
2021-04-04 01:00:03.115505,94 (+0),344 (+0),318 (+0),223 (+0),302 (+0),242 (+0),209 (+0)
2021-04-04 02:00:02.941956,94 (+0),344 (+0),319 (+1),223 (+0),302 (+0),242 (+0),209 (+0)
2021-04-04 03:00:03.779196,94 (+0),344 (+0),319 (+0),223 (+0),302 (+0),242 (+0),209 (+0)
2021-04-04 04:00:04.490677,94 (+0),344 (+0),322 (+3),223 (+0),302 (+0),242 (+0),209 (+0)
2021-04-04 05:00:02.863640,94 (+0),344 (+0),323 (+1),223 (+0),302 (+0),242 (+0),209 (+0)
2021-04-04 06:00:03.440591,95 (+1),344 (+0),323 (+0),223 (+0),303 (+1),242 (+0),209 (+0)
2021-04-04 07:00:03.579547,95 (+0),344 (+0),324 (+1),223 (+0),303 (+0),242 (+0),209 (+0)
2021-04-04 08:00:03.461460,96 (+1),344 (+0),326 (+2),223 (+0),303 (+0),242 (+0),210 (+1)
2021-04-04 09:00:03.452046,96 (+0),344 (+0),326 (+0),223 (+0),303 (+0),242 (+0),210 (+0)
2021-04-04 10:00:02.824791,96 (+0),344 (+0),326 (+0),223 (+0),303 (+0),242 (+0),211 (+1)
2021-04-04 11:00:03.035759,96 (+0),345 (+1),326 (+0),223 (+0),303 (+0),242 (+0),211 (+0)
2021-04-04 12:00:03.012560,96 (+0),346 (+1),326 (+0),223 (+0),303 (+0),242 (+0),212 (+1)
2021-04-04 13:00:03.611659,96 (+0),346 (+0),326 (+0),223 (+0),303 (+0),242 (+0),212 (+0)
2021-04-04 14:00:03.896432,96 (+0),346 (+0),326 (+0),223 (+0),303 (+0),242 (+0),213 (+1)
2021-04-04 15:00:02.808870,96 (+0),346 (+0),326 (+0),223 (+0),303 (+0),242 (+0),213 (+0)
2021-04-04 16:00:02.959663,96 (+0),346 (+0),326 (+0),223 (+0),303 (+0),242 (+0),214 (+1)
2021-04-04 17:00:03.238671,96 (+0),346 (+0),326 (+0),223 (+0),303 (+0),242 (+0),214 (+0)
2021-04-04 18:00:02.932388,96 (+0),346 (+0),326 (+0),223 (+0),303 (+0),242 (+0),214 (+0)
2021-04-04 19:00:03.646433,96 (+0),346 (+0),326 (+0),223 (+0),303 (+0),242 (+0),214 (+0)
2021-04-04 20:00:03.533067,96 (+0),346 (+0),326 (+0),223 (+0),303 (+0),242 (+0),214 (+0)
2021-04-04 21:00:03.563535,96 (+0),346 (+0),326 (+0),223 (+0),303 (+0),242 (+0),214 (+0)
2021-04-04 22:00:03.479259,96 (+0),346 (+0),326 (+0),223 (+0),303 (+0),244 (+2),214 (+0)
2021-04-04 23:00:03.102593,96 (+0),346 (+0),327 (+1),223 (+0),303 (+0),245 (+1),214 (+0)
2021-04-05 00:00:03.241136,96 (+0),346 (+0),328 (+1),223 (+0),303 (+0),245 (+0),214 (+0)
2021-04-05 01:00:02.790038,96 (+0),346 (+0),328 (+0),223 (+0),303 (+0),246 (+1),214 (+0)
2021-04-05 02:00:03.276733,96 (+0),346 (+0),328 (+0),223 (+0),303 (+0),246 (+0),214 (+0)
2021-04-05 03:00:02.925766,96 (+0),347 (+1),329 (+1),223 (+0),303 (+0),246 (+0),214 (+0)
2021-04-05 04:00:03.054205,96 (+0),347 (+0),329 (+0),223 (+0),303 (+0),247 (+1),214 (+0)
2021-04-05 05:00:02.996421,96 (+0),347 (+0),329 (+0),223 (+0),305 (+2),250 (+3),214 (+0)
2021-04-05 06:00:03.133402,97 (+1),347 (+0),329 (+0),223 (+0),313 (+8),254 (+4),214 (+0)
2021-04-05 07:00:03.634662,97 (+0),350 (+3),329 (+0),223 (+0),313 (+0),254 (+0),215 (+1)
2021-04-05 08:00:03.554578,97 (+0),352 (+2),330 (+1),223 (+0),314 (+1),260 (+6),215 (+0)
2021-04-05 09:00:03.460651,97 (+0),353 (+1),330 (+0),223 (+0),317 (+3),261 (+1),216 (+1)
2021-04-05 10:00:03.107817,97 (+0),354 (+1),331 (+1),223 (+0),319 (+2),265 (+4),217 (+1)
2021-04-05 11:00:03.234808,97 (+0),357 (+3),332 (+1),233 (+10),321 (+2),270 (+5),218 (+1)
2021-04-05 12:00:02.920827,97 (+0),359 (+2),332 (+0),233 (+0),321 (+0),273 (+3),219 (+1)
2021-04-05 13:00:03.549463,97 (+0),360 (+1),332 (+0),233 (+0),321 (+0),273 (+0),221 (+2)
2021-04-05 14:00:03.275945,97 (+0),360 (+0),332 (+0),233 (+0),321 (+0),273 (+0),222 (+1)
2021-04-05 15:00:03.269334,97 (+0),360 (+0),332 (+0),233 (+0),324 (+3),273 (+0),224 (+2)
2021-04-05 16:00:03.250851,97 (+0),361 (+1),332 (+0),233 (+0),324 (+0),273 (+0),226 (+2)
2021-04-05 17:00:03.345912,97 (+0),362 (+1),333 (+1),233 (+0),324 (+0),275 (+2),227 (+1)
2021-04-05 18:00:02.978686,97 (+0),362 (+0),333 (+0),233 (+0),324 (+0),279 (+4),227 (+0)
2021-04-05 19:00:03.312250,97 (+0),362 (+0),333 (+0),233 (+0),324 (+0),283 (+4),227 (+0)
2021-04-05 20:00:03.046068,97 (+0),362 (+0),333 (+0),233 (+0),324 (+0),284 (+1),227 (+0)
2021-04-05 21:00:03.383968,97 (+0),363 (+1),333 (+0),233 (+0),324 (+0),286 (+2),227 (+0)
2021-04-05 22:00:03.516189,97 (+0),363 (+0),335 (+2),233 (+0),324 (+0),294 (+8),227 (+0)
2021-04-05 23:00:03.103659,97 (+0),363 (+0),337 (+2),233 (+0),324 (+0),302 (+8),227 (+0)
2021-04-06 00:00:10.572610,97 (+0),363 (+0),338 (+1),233 (+0),324 (+0),304 (+2),227 (+0)
2021-04-06 01:00:02.822050,97 (+0),364 (+1),340 (+2),233 (+0),324 (+0),304 (+0),227 (+0)
2021-04-06 02:00:03.551608,97 (+0),364 (+0),341 (+1),233 (+0),324 (+0),304 (+0),227 (+0)
2021-04-06 03:00:02.996234,97 (+0),364 (+0),343 (+2),233 (+0),324 (+0),304 (+0),227 (+0)
2021-04-06 04:00:03.559553,97 (+0),364 (+0),344 (+1),233 (+0),324 (+0),309 (+5),227 (+0)
2021-04-06 05:00:03.447074,97 (+0),364 (+0),346 (+2),233 (+0),326 (+2),310 (+1),227 (+0)
2021-04-06 06:00:02.992654,98 (+1),364 (+0),347 (+1),233 (+0),335 (+9),312 (+2),227 (+0)
2021-04-06 07:00:03.229116,98 (+0),365 (+1),348 (+1),233 (+0),335 (+0),313 (+1),228 (+1)
2021-04-06 08:00:03.698614,98 (+0),365 (+0),349 (+1),233 (+0),335 (+0),313 (+0),228 (+0)
2021-04-06 09:00:03.590990,98 (+0),365 (+0),351 (+2),233 (+0),339 (+4),313 (+0),232 (+4)
2021-04-06 10:00:03.070028,98 (+0),365 (+0),352 (+1),233 (+0),341 (+2),313 (+0),232 (+0)
2021-04-06 11:00:03.112229,98 (+0),366 (+1),352 (+0),243 (+10),342 (+1),317 (+4),234 (+2)
2021-04-06 12:00:03.093180,98 (+0),367 (+1),353 (+1),243 (+0),342 (+0),319 (+2),235 (+1)
2021-04-06 13:00:03.509116,98 (+0),367 (+0),353 (+0),243 (+0),343 (+1),319 (+0),237 (+2)
2021-04-06 14:00:03.186691,98 (+0),368 (+1),353 (+0),243 (+0),343 (+0),319 (+0),238 (+1)
2021-04-06 15:00:03.060470,98 (+0),369 (+1),353 (+0),248 (+5),346 (+3),319 (+0),240 (+2)
2021-04-06 16:00:03.569510,98 (+0),369 (+0),354 (+1),248 (+0),346 (+0),319 (+0),241 (+1)
2021-04-06 17:00:03.692647,98 (+0),369 (+0),355 (+1),248 (+0),346 (+0),319 (+0),243 (+2)
2021-04-06 18:00:02.933854,98 (+0),370 (+1),355 (+0),248 (+0),346 (+0),327 (+8),243 (+0)
2021-04-06 19:00:03.449013,98 (+0),370 (+0),355 (+0),248 (+0),346 (+0),336 (+9),243 (+0)
2021-04-06 20:00:03.412148,98 (+0),370 (+0),355 (+0),248 (+0),346 (+0),336 (+0),243 (+0)
2021-04-06 21:00:03.331942,98 (+0),370 (+0),355 (+0),248 (+0),346 (+0),337 (+1),243 (+0)
2021-04-06 22:00:03.213343,98 (+0),370 (+0),355 (+0),248 (+0),346 (+0),347 (+10),243 (+0)
2021-04-06 23:00:02.992594,98 (+0),370 (+0),357 (+2),248 (+0),346 (+0),357 (+10),243 (+0)
2021-04-07 00:00:04.512546,98 (+0),370 (+0),357 (+0),248 (+0),346 (+0),362 (+5),243 (+0)
2021-04-07 01:00:03.107888,98 (+0),370 (+0),357 (+0),248 (+0),346 (+0),367 (+5),243 (+0)
2021-04-07 02:00:03.128548,98 (+0),371 (+1),358 (+1),248 (+0),346 (+0),368 (+1),243 (+0)
2021-04-07 03:00:03.540726,98 (+0),375 (+4),359 (+1),248 (+0),346 (+0),368 (+0),243 (+0)
2021-04-07 04:00:03.453665,98 (+0),375 (+0),360 (+1),248 (+0),346 (+0),369 (+1),243 (+0)
2021-04-07 05:00:02.950964,98 (+0),376 (+1),361 (+1),248 (+0),348 (+2),373 (+4),243 (+0)
2021-04-07 06:00:02.970578,99 (+1),376 (+0),363 (+2),248 (+0),356 (+8),379 (+6),243 (+0)
2021-04-07 07:00:03.500198,99 (+0),376 (+0),364 (+1),248 (+0),357 (+1),386 (+7),245 (+2)
2021-04-07 08:00:03.120671,100 (+1),376 (+0),366 (+2),248 (+0),359 (+2),389 (+3),249 (+4)
2021-04-07 09:00:03.153611,100 (+0),377 (+1),368 (+2),248 (+0),361 (+2),390 (+1),250 (+1)
2021-04-07 10:00:03.238717,100 (+0),378 (+1),369 (+1),248 (+0),361 (+0),390 (+0),251 (+1)
2021-04-07 11:00:03.575943,100 (+0),379 (+1),372 (+3),248 (+0),361 (+0),390 (+0),253 (+2)
2021-04-07 12:00:03.390851,100 (+0),382 (+3),373 (+1),248 (+0),362 (+1),390 (+0),255 (+2)
2021-04-07 13:00:03.054265,100 (+0),383 (+1),375 (+2),255 (+7),362 (+0),390 (+0),257 (+2)
2021-04-07 14:00:03.554750,100 (+0),384 (+1),375 (+0),255 (+0),362 (+0),390 (+0),258 (+1)
2021-04-07 15:00:03.516701,100 (+0),387 (+3),375 (+0),255 (+0),363 (+1),390 (+0),259 (+1)
2021-04-07 16:00:03.497068,100 (+0),390 (+3),375 (+0),255 (+0),363 (+0),396 (+6),260 (+1)
2021-04-07 17:00:02.830124,100 (+0),393 (+3),375 (+0),255 (+0),368 (+5),403 (+7),260 (+0)
2021-04-07 18:00:03.298011,100 (+0),396 (+3),375 (+0),255 (+0),368 (+0),408 (+5),260 (+0)
2021-04-07 19:00:03.312127,100 (+0),397 (+1),375 (+0),255 (+0),368 (+0),415 (+7),260 (+0)
2021-04-07 20:00:03.219403,100 (+0),399 (+2),375 (+0),255 (+0),368 (+0),416 (+1),260 (+0)
2021-04-07 21:00:03.229729,100 (+0),399 (+0),375 (+0),255 (+0),368 (+0),419 (+3),260 (+0)
2021-04-07 22:00:03.358196,100 (+0),400 (+1),376 (+1),255 (+0),368 (+0),428 (+9),260 (+0)
2021-04-07 23:00:03.572895,100 (+0),400 (+0),376 (+0),255 (+0),368 (+0),438 (+10),260 (+0)
2021-04-08 00:00:03.662578,100 (+0),400 (+0),376 (+0),255 (+0),368 (+0),442 (+4),260 (+0)
2021-04-08 01:00:03.511674,100 (+0),401 (+1),376 (+0),255 (+0),368 (+0),442 (+0),260 (+0)
2021-04-08 02:00:03.369365,100 (+0),401 (+0),377 (+1),255 (+0),368 (+0),443 (+1),260 (+0)
2021-04-08 03:00:03.264506,100 (+0),401 (+0),377 (+0),255 (+0),368 (+0),443 (+0),260 (+0)
2021-04-08 04:00:03.601332,100 (+0),401 (+0),378 (+1),255 (+0),368 (+0),443 (+0),260 (+0)
2021-04-08 05:00:02.897296,101 (+1),401 (+0),379 (+1),255 (+0),370 (+2),444 (+1),260 (+0)
2021-04-08 06:00:03.212811,101 (+0),401 (+0),379 (+0),255 (+0),380 (+10),448 (+4),260 (+0)
2021-04-08 07:00:02.815670,101 (+0),402 (+1),381 (+2),260 (+5),380 (+0),451 (+3),261 (+1)
2021-04-08 08:00:03.429501,101 (+0),404 (+2),383 (+2),260 (+0),381 (+1),452 (+1),261 (+0)
2021-04-08 09:00:03.727195,101 (+0),407 (+3),385 (+2),260 (+0),384 (+3),452 (+0),262 (+1)
2021-04-08 10:00:05.795555,101 (+0),410 (+3),385 (+0),261 (+1),385 (+1),453 (+1),264 (+2)
2021-04-08 11:00:03.458588,101 (+0),411 (+1),385 (+0),261 (+0),385 (+0),453 (+0),266 (+2)
2021-04-08 12:00:03.774032,101 (+0),411 (+0),385 (+0),261 (+0),393 (+8),453 (+0),268 (+2)
2021-04-08 13:00:02.805301,101 (+0),411 (+0),385 (+0),261 (+0),393 (+0),453 (+0),269 (+1)
2021-04-08 14:00:03.558058,101 (+0),412 (+1),385 (+0),261 (+0),393 (+0),453 (+0),271 (+2)
