ts,wired,nyt,guardian,popsci,healthday,newsmed,medpage
2021-04-25 06:00:02.941841,133 (+1),683 (+1),650 (+0),304 (+0),716 (+0),1154 (+0),488 (+0)
2021-04-25 07:00:03.109579,133 (+0),683 (+0),651 (+1),304 (+0),717 (+1),1154 (+0),488 (+0)
2021-04-25 08:00:03.499717,133 (+0),684 (+1),652 (+1),304 (+0),717 (+0),1154 (+0),489 (+1)
2021-04-25 09:00:03.467663,133 (+0),684 (+0),652 (+0),304 (+0),717 (+0),1154 (+0),489 (+0)
2021-04-25 10:00:03.414360,133 (+0),685 (+1),653 (+1),304 (+0),717 (+0),1154 (+0),490 (+1)
2021-04-25 11:00:03.629208,133 (+0),686 (+1),653 (+0),304 (+0),717 (+0),1154 (+0),490 (+0)
2021-04-25 12:00:03.646584,133 (+0),689 (+3),653 (+0),304 (+0),717 (+0),1154 (+0),491 (+1)
2021-04-25 13:00:02.946786,133 (+0),689 (+0),653 (+0),304 (+0),717 (+0),1154 (+0),491 (+0)
2021-04-25 14:00:03.585764,133 (+0),689 (+0),653 (+0),304 (+0),717 (+0),1154 (+0),492 (+1)
2021-04-25 15:00:03.503001,133 (+0),689 (+0),653 (+0),304 (+0),717 (+0),1154 (+0),493 (+1)
2021-04-25 16:00:03.723322,133 (+0),690 (+1),653 (+0),304 (+0),717 (+0),1154 (+0),493 (+0)
2021-04-25 17:00:03.168669,133 (+0),690 (+0),655 (+2),304 (+0),717 (+0),1154 (+0),493 (+0)
2021-04-25 18:00:03.600104,133 (+0),691 (+1),655 (+0),304 (+0),717 (+0),1154 (+0),493 (+0)
2021-04-25 19:00:03.685845,133 (+0),691 (+0),655 (+0),304 (+0),717 (+0),1156 (+2),493 (+0)
2021-04-25 20:00:03.306855,133 (+0),691 (+0),655 (+0),304 (+0),717 (+0),1158 (+2),493 (+0)
2021-04-25 21:00:03.163046,133 (+0),691 (+0),655 (+0),304 (+0),717 (+0),1160 (+2),493 (+0)
2021-04-25 22:00:03.216059,133 (+0),692 (+1),655 (+0),304 (+0),717 (+0),1169 (+9),493 (+0)
2021-04-25 23:00:03.611551,133 (+0),692 (+0),657 (+2),304 (+0),717 (+0),1174 (+5),493 (+0)
2021-04-26 00:00:09.510507,133 (+0),692 (+0),657 (+0),304 (+0),717 (+0),1174 (+0),493 (+0)
2021-04-26 01:00:02.837021,133 (+0),692 (+0),658 (+1),304 (+0),717 (+0),1175 (+1),494 (+1)
2021-04-26 02:00:03.133226,133 (+0),692 (+0),659 (+1),304 (+0),717 (+0),1175 (+0),494 (+0)
2021-04-26 03:00:03.149369,133 (+0),693 (+1),659 (+0),304 (+0),717 (+0),1176 (+1),494 (+0)
2021-04-26 04:00:03.055138,133 (+0),693 (+0),659 (+0),304 (+0),717 (+0),1177 (+1),494 (+0)
2021-04-26 05:00:03.020761,134 (+1),693 (+0),659 (+0),304 (+0),719 (+2),1177 (+0),494 (+0)
2021-04-26 06:00:03.004346,135 (+1),693 (+0),659 (+0),304 (+0),730 (+11),1182 (+5),494 (+0)
2021-04-26 07:00:02.902229,135 (+0),694 (+1),660 (+1),304 (+0),730 (+0),1183 (+1),495 (+1)
2021-04-26 08:00:03.008883,135 (+0),694 (+0),661 (+1),304 (+0),730 (+0),1184 (+1),496 (+1)
2021-04-26 09:00:03.140226,135 (+0),695 (+1),661 (+0),304 (+0),731 (+1),1184 (+0),498 (+2)
2021-04-26 10:00:03.444350,135 (+0),695 (+0),661 (+0),304 (+0),732 (+1),1187 (+3),499 (+1)
2021-04-26 11:00:03.283783,135 (+0),695 (+0),661 (+0),304 (+0),732 (+0),1191 (+4),500 (+1)
2021-04-26 12:00:03.247453,135 (+0),695 (+0),661 (+0),304 (+0),740 (+8),1194 (+3),502 (+2)
2021-04-26 13:00:03.291697,135 (+0),696 (+1),661 (+0),304 (+0),740 (+0),1196 (+2),503 (+1)
2021-04-26 14:00:02.986298,135 (+0),696 (+0),661 (+0),304 (+0),740 (+0),1196 (+0),505 (+2)
2021-04-26 15:00:03.078812,135 (+0),698 (+2),661 (+0),304 (+0),745 (+5),1196 (+0),507 (+2)
2021-04-26 16:00:03.063115,135 (+0),699 (+1),661 (+0),304 (+0),745 (+0),1196 (+0),509 (+2)
2021-04-26 17:00:03.338525,135 (+0),700 (+1),661 (+0),304 (+0),745 (+0),1200 (+4),511 (+2)
2021-04-26 18:00:03.505420,135 (+0),700 (+0),661 (+0),304 (+0),745 (+0),1206 (+6),511 (+0)
2021-04-26 19:00:03.433381,135 (+0),701 (+1),661 (+0),304 (+0),745 (+0),1215 (+9),511 (+0)
2021-04-26 20:00:03.184792,135 (+0),702 (+1),662 (+1),304 (+0),745 (+0),1221 (+6),511 (+0)
2021-04-26 21:00:03.253904,135 (+0),702 (+0),662 (+0),304 (+0),745 (+0),1221 (+0),511 (+0)
2021-04-26 22:00:03.621680,135 (+0),702 (+0),664 (+2),304 (+0),745 (+0),1229 (+8),511 (+0)
2021-04-26 23:00:03.157690,135 (+0),702 (+0),665 (+1),304 (+0),745 (+0),1239 (+10),511 (+0)
2021-04-27 00:00:05.407824,135 (+0),702 (+0),667 (+2),304 (+0),745 (+0),1244 (+5),511 (+0)
2021-04-27 01:00:03.702265,135 (+0),703 (+1),668 (+1),304 (+0),745 (+0),1247 (+3),511 (+0)
2021-04-27 02:00:03.445696,135 (+0),703 (+0),668 (+0),304 (+0),745 (+0),1247 (+0),511 (+0)
2021-04-27 03:00:03.176910,135 (+0),703 (+0),668 (+0),304 (+0),745 (+0),1247 (+0),511 (+0)
2021-04-27 04:00:03.701266,135 (+0),703 (+0),669 (+1),304 (+0),745 (+0),1250 (+3),511 (+0)
2021-04-27 05:00:02.848216,136 (+1),703 (+0),670 (+1),304 (+0),747 (+2),1254 (+4),511 (+0)
2021-04-27 06:00:03.054042,136 (+0),703 (+0),671 (+1),304 (+0),756 (+9),1258 (+4),511 (+0)
2021-04-27 07:00:02.828402,136 (+0),706 (+3),673 (+2),304 (+0),756 (+0),1261 (+3),513 (+2)
2021-04-27 08:00:03.143226,136 (+0),708 (+2),673 (+0),314 (+10),756 (+0),1262 (+1),513 (+0)
2021-04-27 09:00:03.364209,136 (+0),710 (+2),673 (+0),316 (+2),756 (+0),1265 (+3),516 (+3)
2021-04-27 10:00:04.872053,136 (+0),711 (+1),673 (+0),318 (+2),760 (+4),1265 (+0),518 (+2)
2021-04-27 11:00:03.264235,136 (+0),715 (+4),674 (+1),319 (+1),762 (+2),1265 (+0),519 (+1)
2021-04-27 12:00:03.600393,136 (+0),715 (+0),674 (+0),319 (+0),762 (+0),1265 (+0),522 (+3)
2021-04-27 13:00:03.672788,136 (+0),717 (+2),674 (+0),319 (+0),762 (+0),1265 (+0),524 (+2)
2021-04-27 14:00:03.733944,136 (+0),719 (+2),674 (+0),319 (+0),762 (+0),1265 (+0),526 (+2)
2021-04-27 15:00:03.604004,136 (+0),721 (+2),674 (+0),319 (+0),762 (+0),1265 (+0),527 (+1)
2021-04-27 16:00:03.342591,136 (+0),722 (+1),674 (+0),319 (+0),764 (+2),1271 (+6),529 (+2)
2021-04-27 17:00:02.820150,136 (+0),723 (+1),675 (+1),319 (+0),764 (+0),1278 (+7),529 (+0)
2021-04-27 18:00:03.336768,136 (+0),723 (+0),675 (+0),319 (+0),764 (+0),1284 (+6),529 (+0)
2021-04-27 19:00:02.833654,136 (+0),724 (+1),675 (+0),319 (+0),764 (+0),1292 (+8),529 (+0)
2021-04-27 20:00:03.776044,136 (+0),726 (+2),675 (+0),319 (+0),764 (+0),1296 (+4),529 (+0)
2021-04-27 21:00:03.115330,136 (+0),727 (+1),677 (+2),319 (+0),764 (+0),1296 (+0),529 (+0)
2021-04-27 22:00:03.300660,136 (+0),728 (+1),678 (+1),319 (+0),764 (+0),1306 (+10),529 (+0)
2021-04-27 23:00:03.342654,136 (+0),728 (+0),679 (+1),319 (+0),764 (+0),1313 (+7),529 (+0)
2021-04-28 00:00:03.287703,136 (+0),728 (+0),681 (+2),319 (+0),764 (+0),1314 (+1),529 (+0)
2021-04-28 01:00:03.352207,136 (+0),730 (+2),683 (+2),319 (+0),764 (+0),1314 (+0),529 (+0)
2021-04-28 02:00:03.175626,136 (+0),731 (+1),684 (+1),319 (+0),764 (+0),1314 (+0),529 (+0)
2021-04-28 03:00:03.626187,136 (+0),732 (+1),685 (+1),319 (+0),764 (+0),1314 (+0),529 (+0)
2021-04-28 04:00:02.857150,136 (+0),732 (+0),686 (+1),319 (+0),764 (+0),1314 (+0),529 (+0)
2021-04-28 05:00:04.050821,136 (+0),732 (+0),687 (+1),319 (+0),764 (+0),1320 (+6),529 (+0)
2021-04-28 06:00:03.629233,136 (+0),734 (+2),689 (+2),319 (+0),775 (+11),1320 (+0),529 (+0)
2021-04-28 07:00:02.926280,136 (+0),737 (+3),690 (+1),319 (+0),775 (+0),1321 (+1),530 (+1)
2021-04-28 08:00:03.405494,136 (+0),739 (+2),691 (+1),329 (+10),776 (+1),1322 (+1),532 (+2)
2021-04-28 09:00:02.992724,137 (+1),739 (+0),694 (+3),329 (+0),780 (+4),1323 (+1),533 (+1)
2021-04-28 10:00:03.179364,137 (+0),743 (+4),696 (+2),329 (+0),782 (+2),1323 (+0),534 (+1)
2021-04-28 11:00:03.055873,137 (+0),745 (+2),699 (+3),329 (+0),788 (+6),1323 (+0),535 (+1)
2021-04-28 12:00:03.233482,137 (+0),749 (+4),701 (+2),329 (+0),788 (+0),1323 (+0),536 (+1)
2021-04-28 13:00:03.610479,137 (+0),750 (+1),701 (+0),329 (+0),788 (+0),1323 (+0),538 (+2)
2021-04-28 14:00:03.499118,137 (+0),752 (+2),704 (+3),329 (+0),788 (+0),1323 (+0),541 (+3)
2021-04-28 15:00:02.981061,137 (+0),754 (+2),704 (+0),329 (+0),788 (+0),1323 (+0),544 (+3)
2021-04-28 16:00:03.494496,137 (+0),755 (+1),705 (+1),329 (+0),790 (+2),1323 (+0),546 (+2)
2021-04-28 17:00:03.509720,137 (+0),756 (+1),706 (+1),329 (+0),790 (+0),1331 (+8),548 (+2)
2021-04-28 18:00:03.368793,137 (+0),756 (+0),706 (+0),329 (+0),790 (+0),1340 (+9),549 (+1)
2021-04-28 19:00:03.582096,137 (+0),758 (+2),706 (+0),329 (+0),790 (+0),1350 (+10),549 (+0)
2021-04-28 20:00:03.122527,137 (+0),758 (+0),706 (+0),329 (+0),790 (+0),1353 (+3),549 (+0)
2021-04-28 21:00:03.395993,137 (+0),758 (+0),706 (+0),329 (+0),790 (+0),1354 (+1),549 (+0)
2021-04-28 22:00:03.824524,137 (+0),759 (+1),707 (+1),329 (+0),790 (+0),1364 (+10),549 (+0)
2021-04-28 23:00:03.246093,137 (+0),759 (+0),709 (+2),329 (+0),790 (+0),1374 (+10),549 (+0)
2021-04-29 00:00:04.767093,137 (+0),759 (+0),710 (+1),329 (+0),790 (+0),1383 (+9),549 (+0)
2021-04-29 01:00:03.654019,137 (+0),759 (+0),711 (+1),329 (+0),790 (+0),1383 (+0),549 (+0)
2021-04-29 02:00:03.489346,137 (+0),759 (+0),711 (+0),329 (+0),790 (+0),1383 (+0),549 (+0)
2021-04-29 03:00:03.033051,137 (+0),760 (+1),711 (+0),329 (+0),790 (+0),1385 (+2),549 (+0)
2021-04-29 04:00:03.608155,137 (+0),761 (+1),711 (+0),329 (+0),790 (+0),1387 (+2),549 (+0)
2021-04-29 05:00:02.921625,138 (+1),762 (+1),711 (+0),329 (+0),791 (+1),1389 (+2),549 (+0)
2021-04-29 06:00:03.550967,138 (+0),762 (+0),712 (+1),329 (+0),800 (+9),1389 (+0),549 (+0)
2021-04-29 07:00:05.312929,138 (+0),764 (+2),712 (+0),329 (+0),801 (+1),1393 (+4),551 (+2)
2021-04-29 08:00:02.890810,138 (+0),764 (+0),712 (+0),329 (+0),803 (+2),1395 (+2),552 (+1)
2021-04-29 09:00:03.239910,138 (+0),765 (+1),712 (+0),329 (+0),805 (+2),1395 (+0),553 (+1)
2021-04-29 10:00:03.211067,138 (+0),767 (+2),713 (+1),329 (+0),806 (+1),1399 (+4),556 (+3)
2021-04-29 11:00:03.726663,138 (+0),770 (+3),715 (+2),329 (+0),814 (+8),1399 (+0),557 (+1)
2021-04-29 12:00:02.973899,138 (+0),771 (+1),715 (+0),329 (+0),815 (+1),1399 (+0),559 (+2)
2021-04-29 13:00:03.278756,138 (+0),772 (+1),715 (+0),329 (+0),815 (+0),1399 (+0),561 (+2)
2021-04-29 14:00:03.820389,138 (+0),772 (+0),715 (+0),329 (+0),819 (+4),1399 (+0),563 (+2)
2021-04-29 15:00:03.071998,138 (+0),774 (+2),715 (+0),329 (+0),819 (+0),1399 (+0),566 (+3)
2021-04-29 16:00:03.477693,138 (+0),774 (+0),715 (+0),329 (+0),819 (+0),1404 (+5),568 (+2)
2021-04-29 17:00:03.646435,138 (+0),776 (+2),716 (+1),329 (+0),819 (+0),1413 (+9),570 (+2)
2021-04-29 18:00:03.644440,138 (+0),776 (+0),716 (+0),329 (+0),819 (+0),1416 (+3),570 (+0)
2021-04-29 19:00:03.250556,138 (+0),776 (+0),716 (+0),329 (+0),819 (+0),1421 (+5),570 (+0)
2021-04-29 20:00:03.389213,138 (+0),776 (+0),716 (+0),329 (+0),819 (+0),1423 (+2),570 (+0)
2021-04-29 21:00:03.322825,138 (+0),776 (+0),717 (+1),329 (+0),819 (+0),1424 (+1),570 (+0)
2021-04-29 22:00:03.567054,138 (+0),776 (+0),717 (+0),329 (+0),819 (+0),1433 (+9),570 (+0)
2021-04-29 23:00:03.367328,138 (+0),776 (+0),718 (+1),329 (+0),819 (+0),1443 (+10),570 (+0)
2021-04-30 00:00:04.119824,138 (+0),776 (+0),718 (+0),329 (+0),819 (+0),1446 (+3),570 (+0)
2021-04-30 01:00:03.754933,138 (+0),776 (+0),718 (+0),329 (+0),819 (+0),1456 (+10),570 (+0)
2021-04-30 02:00:03.264658,138 (+0),776 (+0),718 (+0),329 (+0),819 (+0),1456 (+0),570 (+0)
2021-04-30 03:00:03.166003,138 (+0),776 (+0),718 (+0),339 (+10),819 (+0),1457 (+1),570 (+0)
2021-04-30 04:00:03.089328,138 (+0),776 (+0),719 (+1),340 (+1),819 (+0),1457 (+0),570 (+0)
2021-04-30 05:00:03.691112,139 (+1),776 (+0),720 (+1),340 (+0),821 (+2),1457 (+0),570 (+0)
2021-04-30 06:00:03.393378,140 (+1),776 (+0),721 (+1),340 (+0),831 (+10),1459 (+2),570 (+0)
2021-04-30 07:00:03.570896,140 (+0),776 (+0),722 (+1),340 (+0),831 (+0),1460 (+1),571 (+1)
2021-04-30 08:00:03.251314,140 (+0),777 (+1),723 (+1),340 (+0),833 (+2),1460 (+0),571 (+0)
2021-04-30 09:00:03.426024,140 (+0),777 (+0),725 (+2),340 (+0),834 (+1),1461 (+1),572 (+1)
2021-04-30 10:00:03.506363,140 (+0),779 (+2),726 (+1),340 (+0),834 (+0),1469 (+8),574 (+2)
2021-04-30 11:00:03.444641,141 (+1),781 (+2),726 (+0),340 (+0),835 (+1),1469 (+0),576 (+2)
2021-04-30 12:00:03.030489,141 (+0),781 (+0),726 (+0),340 (+0),840 (+5),1469 (+0),579 (+3)
2021-04-30 13:00:03.755399,141 (+0),782 (+1),726 (+0),340 (+0),841 (+1),1469 (+0),581 (+2)
2021-04-30 14:00:03.511877,141 (+0),785 (+3),726 (+0),340 (+0),841 (+0),1469 (+0),582 (+1)
2021-04-30 15:00:02.781926,141 (+0),786 (+1),726 (+0),340 (+0),841 (+0),1469 (+0),584 (+2)
2021-04-30 16:00:03.055439,141 (+0),787 (+1),726 (+0),340 (+0),841 (+0),1469 (+0),586 (+2)
2021-04-30 17:00:03.309206,142 (+1),787 (+0),726 (+0),340 (+0),841 (+0),1469 (+0),587 (+1)
2021-04-30 18:00:03.584603,142 (+0),787 (+0),726 (+0),340 (+0),841 (+0),1471 (+2),587 (+0)
2021-04-30 19:00:03.107730,142 (+0),789 (+2),726 (+0),340 (+0),841 (+0),1476 (+5),587 (+0)
2021-04-30 20:00:03.748968,142 (+0),791 (+2),726 (+0),340 (+0),841 (+0),1481 (+5),587 (+0)
2021-04-30 20:35:40.460705,142 (+0),791 (+0),726 (+0),340 (+0),841 (+0),1481 (+0),587 (+0)
2021-04-30 20:37:02.957628,142 (+0),791 (+0),726 (+0),340 (+0),841 (+0),1481 (+0),587 (+0)
2021-04-30 21:00:02.490750,142 (+0),791 (+0),726 (+0),340 (+0),841 (+0),1481 (+0),587 (+0)
2021-04-30 22:00:03.114602,142 (+0),791 (+0),726 (+0),340 (+0),841 (+0),1481 (+0),587 (+0)
2021-04-30 23:00:02.997539,142 (+0),791 (+0),726 (+0),340 (+0),841 (+0),1481 (+0),587 (+0)
2021-05-01 00:00:02.654548,142 (+0),791 (+0),726 (+0),340 (+0),841 (+0),1481 (+0),587 (+0)
2021-05-01 01:00:02.239059,142 (+0),791 (+0),727 (+1),340 (+0),841 (+0),1481 (+0),587 (+0)
2021-05-01 02:00:02.157088,142 (+0),791 (+0),727 (+0),340 (+0),841 (+0),1481 (+0),587 (+0)
2021-05-01 03:00:02.667512,142 (+0),791 (+0),727 (+0),340 (+0),841 (+0),1481 (+0),587 (+0)
2021-05-01 04:00:02.684032,142 (+0),791 (+0),727 (+0),340 (+0),841 (+0),1481 (+0),587 (+0)
2021-05-01 05:00:02.490903,142 (+0),791 (+0),728 (+1),340 (+0),841 (+0),1481 (+0),587 (+0)
2021-05-01 06:00:02.752837,143 (+1),793 (+2),729 (+1),340 (+0),841 (+0),1481 (+0),587 (+0)
2021-05-01 07:00:02.588470,143 (+0),793 (+0),729 (+0),340 (+0),842 (+1),1481 (+0),587 (+0)
2021-05-01 08:00:02.453080,143 (+0),794 (+1),729 (+0),340 (+0),842 (+0),1481 (+0),588 (+1)
2021-05-01 09:00:02.706979,143 (+0),796 (+2),730 (+1),340 (+0),842 (+0),1481 (+0),588 (+0)
2021-05-01 10:00:02.508827,143 (+0),798 (+2),730 (+0),340 (+0),842 (+0),1481 (+0),589 (+1)
2021-05-01 11:00:02.618041,143 (+0),798 (+0),730 (+0),340 (+0),842 (+0),1481 (+0),589 (+0)
2021-05-01 12:00:01.992379,143 (+0),798 (+0),731 (+1),340 (+0),842 (+0),1481 (+0),590 (+1)
2021-05-01 13:00:02.574432,143 (+0),799 (+1),731 (+0),340 (+0),842 (+0),1481 (+0),591 (+1)
2021-05-01 14:00:03.795905,143 (+0),799 (+0),731 (+0),340 (+0),842 (+0),1481 (+0),592 (+1)
2021-05-01 15:00:02.958964,143 (+0),800 (+1),731 (+0),340 (+0),842 (+0),1481 (+0),593 (+1)
2021-05-01 16:00:03.281130,143 (+0),801 (+1),731 (+0),340 (+0),842 (+0),1481 (+0),593 (+0)
2021-05-01 17:00:02.898071,143 (+0),802 (+1),731 (+0),340 (+0),842 (+0),1481 (+0),593 (+0)
2021-05-01 18:00:02.908175,143 (+0),803 (+1),731 (+0),340 (+0),842 (+0),1481 (+0),593 (+0)
2021-05-01 19:00:02.313885,143 (+0),804 (+1),731 (+0),340 (+0),842 (+0),1481 (+0),593 (+0)
2021-05-01 20:00:02.889307,143 (+0),806 (+2),731 (+0),340 (+0),842 (+0),1481 (+0),593 (+0)
2021-05-01 22:00:02.800914,143 (+0),810 (+4),731 (+0),340 (+0),842 (+0),1481 (+0),593 (+0)
2021-05-01 23:00:03.399842,143 (+0),810 (+1),731 (+0),340 (+0),842 (+0),1481 (+0),593 (+0)
2021-05-02 00:00:03.576266,143 (+0),811 (+1),734 (+3),340 (+0),842 (+0),1481 (+0),593 (+0)
2021-05-02 01:00:02.836420,143 (+0),812 (+1),737 (+3),340 (+0),842 (+0),1481 (+0),593 (+0)
2021-05-02 15:00:03.936755,144 (+1),814 (+2),743 (+6),340 (+0),843 (+1),1481 (+0),601 (+8)
2021-05-02 16:00:03.108891,144 (+0),814 (+0),744 (+1),340 (+0),843 (+0),1481 (+0),603 (+2)
2021-05-02 17:00:02.600257,144 (+0),814 (+0),746 (+2),340 (+0),843 (+0),1481 (+0),604 (+1)
2021-05-02 18:00:02.383640,144 (+0),814 (+0),746 (+0),340 (+0),843 (+0),1481 (+0),604 (+0)
2021-05-02 19:00:03.234163,144 (+0),814 (+0),746 (+0),340 (+0),843 (+0),1481 (+0),604 (+0)
2021-05-02 20:00:03.139743,144 (+0),814 (+0),746 (+0),340 (+0),843 (+0),1484 (+3),604 (+0)
2021-05-02 21:00:02.838525,144 (+0),814 (+0),746 (+0),340 (+0),843 (+0),1485 (+1),604 (+0)
2021-05-02 22:00:02.370380,144 (+0),814 (+0),746 (+0),340 (+0),843 (+0),1492 (+7),604 (+0)
2021-05-02 23:00:02.740448,144 (+0),814 (+0),748 (+2),340 (+0),843 (+0),1502 (+10),604 (+0)
2021-05-03 00:00:03.522958,144 (+0),814 (+0),749 (+1),340 (+0),843 (+0),1502 (+0),604 (+0)
2021-05-03 01:00:02.677863,144 (+0),816 (+2),749 (+0),340 (+0),843 (+0),1502 (+0),604 (+0)
2021-05-03 02:00:02.421991,144 (+0),816 (+0),749 (+0),340 (+0),843 (+0),1502 (+0),604 (+0)
2021-05-03 03:00:03.320649,144 (+0),818 (+2),749 (+0),340 (+0),843 (+0),1502 (+0),604 (+0)
2021-05-03 04:00:02.635467,144 (+0),819 (+1),749 (+0),340 (+0),843 (+0),1503 (+1),604 (+0)
2021-05-03 05:00:03.338952,145 (+1),820 (+1),750 (+1),340 (+0),845 (+2),1505 (+2),604 (+0)
2021-05-03 06:00:03.004096,146 (+1),822 (+2),750 (+0),340 (+0),853 (+8),1505 (+0),604 (+0)
2021-05-03 07:00:02.505734,146 (+0),823 (+1),750 (+0),340 (+0),853 (+0),1512 (+7),604 (+0)
2021-05-03 08:00:03.380817,146 (+0),824 (+1),751 (+1),340 (+0),853 (+0),1513 (+1),605 (+1)
2021-05-03 09:00:03.196605,146 (+0),825 (+1),752 (+1),340 (+0),856 (+3),1516 (+3),606 (+1)
2021-05-03 12:00:03.289781,146 (+0),829 (+4),754 (+2),340 (+0),869 (+13),1523 (+7),610 (+4)
2021-05-03 13:00:02.525227,146 (+0),831 (+2),754 (+0),869 (+0),1523 (+0),612 (+2)
2021-05-03 14:00:03.420066,146 (+0),832 (+1),754 (+0),869 (+0),1523 (+0),613 (+1)
2021-05-03 15:00:02.648757,146 (+0),833 (+1),754 (+0),873 (+4),1523 (+0),615 (+2)
2021-05-03 16:00:02.594571,146 (+0),833 (+0),754 (+0),873 (+0),1525 (+2),617 (+2)
2021-05-03 17:00:04.161484,146 (+0),835 (+2),754 (+0),873 (+0),1534 (+9),619 (+2)
2021-05-03 18:00:03.458708,146 (+0),835 (+0),754 (+0),873 (+0),1539 (+5),621 (+2)
2021-05-03 19:00:02.991128,146 (+0),835 (+0),754 (+0),873 (+0),1541 (+2),621 (+0)
2021-05-03 20:00:02.543585,146 (+0),835 (+0),755 (+1),873 (+0),1543 (+2),621 (+0)
2021-05-03 21:00:03.024703,146 (+0),836 (+1),756 (+1),873 (+0),1545 (+2),621 (+0)
2021-05-03 23:00:04.262825,146 (+0),836 (+0),757 (+1),873 (+0),1555 (+10),621 (+0)
2021-05-04 00:00:03.364754,146 (+0),837 (+1),757 (+0),873 (+0),1555 (+0),621 (+0)
2021-05-04 01:00:02.772767,146 (+0),837 (+0),757 (+0),873 (+0),1555 (+0),621 (+0)
2021-05-04 02:00:02.186363,146 (+0),837 (+0),758 (+1),873 (+0),1555 (+0),621 (+0)
2021-05-04 11:00:04.127352,147 (+1),840 (+3),761 (+3),888 (+15),1565 (+10),626 (+5)
2021-05-04 12:00:02.466321,147 (+0),841 (+1),761 (+0),888 (+0),1565 (+0),628 (+2)
2021-05-04 13:00:02.761404,147 (+0),841 (+0),762 (+1),896 (+8),1565 (+0),630 (+2)
